Titulo,Compañia,Experiencia,Salario,Ubicacion,Fecha,Requisitos
Sr. Backend Developer | UVE Solutions,INHAUS,4,Sin informacion,Barcelona,08-12-2022,"['C', 'SQL', 'SQL Server', 'Kubernetes']"
Desarrollador JAVA,dhrglobal,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Bootstrap', 'CSS', 'HTML5', 'XHTML', 'IDE', 'Eclipse', 'Java', 'J2EE', 'Tomcat', 'JPA', 'Hibernate', 'JSP', 'Spring', 'JQuery', 'MySQL', 'REST', 'SQL', 'XML', 'Apache', 'Linux', 'Debian', 'Ubuntu', 'SOAP', 'GIT', 'SVN']"
THE ROLE,EventBrite,Sin informacion,Sin informacion,Sin informacion,20-12-2022,"['Core', 'API', 'MySQL', 'Python', 'Django', 'Elasticsearch', 'Redis', 'AWS', 'GIT', 'Kafka']"
Backend Developer (PHP),Atrápalo,3,Sin informacion,Barcelona,08-12-2022,"['API', 'Go', 'MySQL', 'PHP', 'Symfony', 'REST', 'MongoDB', 'Redis', 'Bases de Datos', 'Docker', 'Agile', 'Scrum']"
CTO,Merlin Digital Partner,2,Sin informacion,Barcelona,08-12-2022,"['MySQL', 'PHP', 'Laravel', 'Symfony', 'REST', 'Elasticsearch', 'Redis', 'AWS', 'Unix', 'GIT', 'Docker', 'Scrum']"
Head of Engineering,MessageMedia,Sin informacion,Sin informacion,Sin informacion,17-12-2022,"['Next', 'Agile']"
Lead Developer Fullstack - React/Nodejs,Veepee,6,Sin informacion,Madrid,16-12-2022,"['Cycle', 'Jest', 'Mocha', 'Core', 'Next', 'NextJS', 'Express', 'Nodejs', 'Node', 'React', 'Redux', 'REST', 'Router', 'Agile']"
Java Software Engineer - Remote (Spain),Starkflow,Sin informacion,Sin informacion,Sin informacion,14-12-2022,"['API', 'Java', 'Spring', 'Next', 'React', 'REST', 'Kafka', 'Agile']"
Senior Full Stack Software Engineer,DataCamp,5,Sin informacion,Madrid,14-12-2022,"['Node', 'React', 'TypeScript', 'VueJS', 'Ruby', 'Ruby on rails', 'Hardware', 'AWS', 'Docker', 'Agile']"
Senior Product Owner,WebBeds,4,Sin informacion,Sin informacion,12-12-2022,"['Cycle', 'Core', 'API', 'Next', 'Express', 'EDGE', 'ERP', 'Agile']"
Staff Engineer,Nagarro,5,Sin informacion,Sin informacion,12-12-2022,"['Core', 'CSS', 'Go', 'HTML', 'Java', 'Hibernate', 'Spring', 'JavaScript', 'Access', 'Jenkins', 'Docker', 'Agile']"
Junior Developer – DevOps,Sanne,Sin informacion,Sin informacion,Madrid,10-12-2022,"['Core', 'API', 'ASP', 'CSS', 'HTML', 'JavaScript', 'NoSQL', 'Python', 'Shell', 'SQL', 'AWS', 'GIT', 'Jenkins', 'SSIS', 'JIRA', 'Agile']"
Principal Software Engineer for Kantar XTEL,SELECT*,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Cycle', 'C', 'Agile', 'Scrum']"
Product Owner,Dezzai,4,Sin informacion,Madrid,08-12-2022,"['Core', 'API', 'Natural', 'JIRA', 'Agile', 'Kanban', 'Scrum']"
Senior DevOps Engineer,EcoVadis,4,Sin informacion,Barcelona,08-12-2022,"['Core', 'Access', 'Microsoft Azure', 'EDGE', 'GIT']"
Backend Software Engineer (Java/Kotlin) (f/m/d),zooplus Services ESP S.L.,3,Sin informacion,Madrid,08-12-2022,"['MEAN', 'Angular', 'Java', 'React', 'Vue', 'Kotlin', 'PHP', 'Scala', 'Elasticsearch', 'DynamoDB', 'Redis', 'Oracle', 'AWS', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'Agile', 'Scrum']"
Tech Lead,FeverUp,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Android', 'iOS', 'Python', 'Access', 'AWS', 'Docker', 'Kubernetes']"
Senior Full Stack Software Engineer,Scaled Robotics,3,Sin informacion,Barcelona,08-12-2022,"['MERN', 'Amplify', 'Next', 'React', 'Redux', 'TypeScript', 'NoSQL', 'Python', 'REST', 'MongoDB', 'Linux', 'AWS', 'EDGE', 'Docker']"
Cloud Full Stack Developer,RavenPack,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Amplify', 'Core', 'API', 'CSS', 'HTML', 'Java', 'JavaScript', 'Next', 'Nodejs', 'React', 'Python', 'R', 'SQL', 'AWS', 'Jenkins', 'Agile', 'Basis']"
Applications Software Developer,Manusa,0,Sin informacion,Sin informacion,08-12-2022,"['.NET', 'ASP.NET', 'Core', 'ASP', 'C', 'CSS', 'HTML', 'JavaScript', 'R', 'REST', 'SQL', 'Access', 'Microsoft Azure', 'EDGE', 'IoT', 'Agile']"
Java Software Engineer,Mirantis,2,Sin informacion,Madrid,08-12-2022,"['Cycle', 'Core', 'Adobe', 'API', 'Java', 'JPA', 'Spring', 'Next', 'REST', 'SQL', 'Hardware', 'Linux', 'AWS', 'EDGE', 'Docker', 'Kubernetes', 'Windows', 'Kafka']"
Solutions Architect,Okteto,Sin informacion,Sin informacion,Madrid,08-12-2022,"['IDE', 'Docker', 'Kubernetes']"
Data Engineering Manager,Aircall,5,Sin informacion,Madrid,08-12-2022,"['Core', 'Python', 'Scala', 'AWS', 'Agile']"
Tech Lead @ Cardo Health,Techruiter,2,Sin informacion,Barcelona,08-12-2022,"['API', 'Java', 'JavaScript', 'Nodejs', 'React', 'NoSQL', 'React Native', 'REST', 'SQL', 'AWS', 'Agile']"
Banking Analyst for a leading Bank,Prometeo Talent,2,Sin informacion,Madrid,08-12-2022,"['Angular', 'Java', 'Spring', 'React', 'SQL', 'Business Intelligence', 'Basis', 'BI']"
AWS DevOps Engineer,Clarivate,4,Sin informacion,Barcelona,08-12-2022,"['C', 'Maven', 'JSON', 'MySQL', 'Python', 'REST', 'Shell', 'SQL', 'DynamoDB', 'MongoDB', 'Oracle', 'AWS', 'Jenkins', 'Docker', 'Kubernetes', 'Agile', 'Basis']"
IT Architect,Randstad Spain,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['R', 'IoT']"
Technical Support Engineer,Nexthink,3,Sin informacion,Madrid,08-12-2022,"['Linux', 'AWS', 'Windows']"
Data Engineer (P-099),Merlin Digital Partner,2,1.000€,Barcelona,08-12-2022,"['Python', 'REST', 'SQL', 'Linux', 'AWS', 'GIT', 'ETL', 'Agile', 'Scrum']"
Java Developer,Version 1,5,Sin informacion,Madrid,08-12-2022,"['Angular', 'Java', 'Spring', 'SQL', 'Oracle', 'AWS']"
Senior Software Engineer for a ☄ largest research publisher Company,Prometeo Talent,5,Sin informacion,Madrid,08-12-2022,"['Core', 'C', 'JavaScript', 'Next', 'Express', 'Vue', 'NoSQL', 'REST', 'SQL', 'Elasticsearch', 'Access', 'MongoDB', 'Microsoft Azure', 'Kafka', 'Agile']"
Administrador de Sistemas,Odilo,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Python', 'REST', 'Access', 'MongoDB', 'Linux', 'Oracle', 'AWS', 'Jenkins', 'Docker', 'JIRA']"
Data Engineer Manager,Seedtag,4,Sin informacion,Sin informacion,08-12-2022,"['Ample', 'Natural', 'Python', 'Scala', 'SQL', 'Apache', 'Access', 'MongoDB', 'Linux', 'Google Cloud Platform', 'Kubernetes', 'Kafka', 'Spark', 'ETL']"
Java-SpringBoot Technical Lead,Ethikos,3,Sin informacion,Madrid,08-12-2022,"['API', 'Go', 'Java', 'Springboot', 'REST', 'SQL', 'MongoDB', 'SQL Server', 'SAN', 'Docker', 'Kubernetes', 'Kafka', 'Agile', 'Scrum']"
Backend Developer Javascript,Softonic,3,Sin informacion,Barcelona,08-12-2022,"['Jest', 'Vanilla', 'CSS', 'Less', 'Sass', 'HTML5', 'JavaScript', 'Next', 'Node', 'React', 'Vue', 'MySQL', 'Elasticsearch', 'Redis', 'GIT', 'Docker', 'Kubernetes', 'Agile', 'Kanban', 'Scrum', 'Basis']"
Angular Tech Lead | Top U.S. Web Development Company | Europe | Remote!,Prometeo Talent,5,Sin informacion,Madrid,08-12-2022,"['Angular', 'Ionic', 'JavaScript', 'Nodejs', 'NoSQL', 'AWS', 'Agile']"
Data Engineer,Baxter Planning,5,Sin informacion,Sin informacion,08-12-2022,"['Python', 'Ruby', 'SQL', 'Kafka', 'ETL', 'SSIS', 'Agile']"
Senior Machine Learning Engineer - Natural Language Processing,Seedtag,3,Sin informacion,Sin informacion,08-12-2022,"['Less', 'Natural', 'Python', 'SQL', 'Tensorflow', 'Access', 'Google Cloud Platform', 'GIT', 'Docker', 'Kubernetes']"
Development Technical Lead (Web),Medida,5,Sin informacion,Sin informacion,08-12-2022,"['MySQL', 'PHP', 'Unix', 'CMS', 'Drupal', 'WordPress']"
Junior Cloud Engineer,Schneider Electric,1,Sin informacion,Barcelona,08-12-2022,"['Alpine', 'Flex', 'Go', 'Python', 'R', 'Shell', 'Linux', 'Red Hat', 'Ubuntu', 'AWS', 'GIT', 'Docker', 'Kubernetes', 'Kafka', 'IoT']"
Junior Backend Developer,fundcraft Holdco S.ar.l,1,Sin informacion,Gerona,08-12-2022,"['API', 'JavaScript', 'ReactJS', 'React', 'Redux', 'Python', 'Django', 'MongoDB', 'Redis', 'AWS', 'Docker', 'JIRA', 'Agile', 'Scrum']"
Clarivate Futures Technology Graduate Programme ( University Hiring- June 2023),Clarivate,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['C', 'Go', 'Next', 'Natural', 'AWS', 'EDGE', 'Docker', 'Kubernetes', 'Agile']"
Senior Java Developer,Cigna,3,Sin informacion,Sin informacion,08-12-2022,"['Core', 'Angular', 'C', 'Java', 'JPA', 'Hibernate', 'Maven', 'Spring', 'Express', 'REST', 'SonarQube', 'AWS', 'GIT', 'Docker', 'Agile']"
Backend Engineer (Europe - Remote),Bravado,5,Sin informacion,Barcelona,08-12-2022,"['Nuxt', 'Next', 'Nodejs', 'React', 'Vue', 'Python', 'Ruby', 'Ruby on rails', 'Linux', 'Switch', 'AWS', 'Jenkins', 'Docker']"
Junior Data Analyst,Opportunity Network,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Core', 'MySQL', 'Python', 'REST', 'SQL', 'Access', 'Business Intelligence', 'CRM', 'BI', 'Tableau']"
PHP Software Engineer,Freightos,2,Sin informacion,Barcelona,08-12-2022,"['CSS', 'Air', 'Go', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Docker', 'Kubernetes', 'Agile']"
Senior Software Engineer,RAW iGaming Ltd,4,Sin informacion,Málaga,08-12-2022,"['Go', 'Python', 'R', 'Agile']"
Senior Backend Developer,Selectra,3,Sin informacion,Madrid,08-12-2022,"['ReactJS', 'PHP', 'Laravel', 'REST', 'Access', 'Linux', 'Windows']"
Senior QA Engineer,fundcraft Holdco S.ar.l,2,Sin informacion,Gerona,08-12-2022,"['CSS', 'HTML', 'JavaScript', 'ReactJS', 'Redux', 'Reports', 'Python', 'Django', 'MongoDB', 'Redis', 'AWS', 'JIRA', 'Agile']"
I_SGTO_Software Engineering Analyst,Santander,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Angular', 'HTML5', 'Java', 'J2EE', 'Tomcat', 'Spring', 'React', 'MySQL', 'MongoDB', 'Oracle', 'Agile']"
IT_Delivery Angular Specialist_Cards,Santander,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Angular', 'API', 'Less', 'Eclipse', 'Java', 'EJB', 'Springboot', 'Oracle', 'Blockchain', 'Agile', 'Scrum']"
Senior DevOps Engineer,Miratech,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['.NET', 'ASP.NET', 'Core', 'ASP', 'C', 'MS SQL', 'NoSQL', 'Python', 'Shell', 'SQL', 'SQL Server', 'IIS', 'Linux', 'TCP/IP', 'AWS', 'EDGE', 'Docker', 'Kubernetes', 'Windows', 'Windows Server']"
Site Reliability Engineer (full remote working),lastminute.com,3,Sin informacion,Madrid,08-12-2022,"['Go', 'Python', 'Linux', 'Ubuntu', 'AWS', 'Docker', 'Kubernetes', 'VMware']"
Scala Software Engineer (Spain),47 Degrees,2,Sin informacion,Sin informacion,08-12-2022,"['Scala', 'Access', 'EDGE', 'VCS', 'GIT', 'Kafka', 'Spark', 'Agile', 'BI']"
Senior Software Engineer (Front-end) (m/f/x) - Remote from anywhere in Spain,QuoIntelligence,5,400 €,Madrid,21-12-2022,"['Next', 'React', 'TypeScript', 'REST', 'Linux', 'Jenkins', 'Docker']"
Site Reliability Engineer (Database),Wikimedia Foundation,2,Sin informacion,Madrid,16-12-2022,"['Core', 'C', 'Go', 'Java', 'Nodejs', 'MySQL', 'NoSQL', 'PHP', 'Python', 'Ruby', 'Shell', 'Elasticsearch', 'Access', 'Redis', 'Linux', 'SAN', 'Cassandra', 'Basis']"
DevOps Engineer,Nuvolar,4,Sin informacion,Barcelona,14-12-2022,"['Kickoff', 'MEAN', 'API', 'Linux', 'AWS', 'GIT', 'Docker', 'Kubernetes', 'Agile', 'Basis']"
Elixir Engineer,Goodwall,3,Sin informacion,Madrid,08-12-2022,"['Cycle', 'Core', 'Next', 'Python']"
SENIOR JAVA DEVELOPER,Euronovate Group,3,Sin informacion,Sin informacion,08-12-2022,"['Java', 'JPA', 'JUnit', 'Maven', 'Spring', 'Next', 'GIT', 'Docker', 'Agile', 'Scrum', 'Basis']"
Senior Frontend Engineer,Qonto,3,Sin informacion,Barcelona,08-12-2022,"['Emberjs', 'Angular', 'API', 'CSS', 'HTML', 'JavaScript', 'React', 'Vue', 'Kotlin', 'Ruby', 'Swift', 'Access', 'AWS', 'Kubernetes', 'Kafka']"
SENIOR JAVA DEVELOPER,Euronovate Group,3,Sin informacion,Sin informacion,08-12-2022,"['Java', 'JPA', 'JUnit', 'Maven', 'Spring', 'Next', 'GIT', 'Docker', 'Agile', 'Scrum', 'Basis']"
Senior Frontend Engineer,Qonto,3,Sin informacion,Barcelona,08-12-2022,"['Emberjs', 'Angular', 'API', 'CSS', 'HTML', 'JavaScript', 'React', 'Vue', 'Kotlin', 'Ruby', 'Swift', 'Access', 'AWS', 'Kubernetes', 'Kafka']"
Java Backend Developer,Odilo,5,Sin informacion,Madrid,08-12-2022,"['Java', 'Spring', 'REST', 'Access', 'EDGE', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'JIRA', 'Agile']"
Team/technical lead Full-stack,"Kapres Technology, S.L.",Sin informacion,Sin informacion,Madrid,08-12-2022,"['API', 'JSON']"
[B2C] Engineering Lead - Customer Activation,ManoMano,8,Sin informacion,Barcelona,08-12-2022,"['Core', 'Java', 'NextJS', 'Nodejs', 'React', 'Redux', 'Kotlin', 'PHP', 'React Native', 'REST', 'Access', 'Redis', 'AWS', 'Kubernetes', 'Kafka', 'SAS']"
[B2B] Engineering Lead - Pro Smart Shopping,ManoMano,8,Sin informacion,Barcelona,08-12-2022,"['Core', 'Java', 'NextJS', 'Nodejs', 'React', 'Redux', 'Kotlin', 'PHP', 'React Native', 'REST', 'Access', 'Redis', 'AWS', 'Kubernetes', 'Kafka', 'SAS']"
Senior Software Engineer (Java),Prodly,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Java', 'JPA', 'Hibernate', 'Spring', 'Next', 'SQL', 'AWS', 'Salesforce']"
Backend Developer,Kodify,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Next', 'Express', 'Nodejs', 'Node', 'TypeScript', 'NoSQL', 'R', 'MongoDB', 'Redis', 'AWS', 'GIT', 'Docker', 'JIRA', 'Agile']"
Fullstack Software Engineer - Global Analytics Scale-up > $800m funding!,Techruiter,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Core', 'Angular', 'Node', 'TypeScript', 'Vue', 'Access', 'EDGE', 'Kafka']"
"Full Stack Engineer ( VueJS, Node, TypeScript)",Modus Create,5,Sin informacion,Barcelona,08-12-2022,"['Jest', 'Core', 'CSS3', 'HTML5', 'Ionic', 'Electron', 'Node', 'TypeScript', 'Vue', 'VueJS', 'AWS', 'Docker', 'Kubernetes', 'Agile', 'Basis']"
Desarrollador/a de Microservicios Java Springboot,Vermont Solutions,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Java', 'JUnit', 'Springboot', 'MongoDB', 'BBDD', 'GIT', 'Jenkins']"
Analista Programador Senior | Java Microservicios SpringBoot Cloud Azure,MALTHUS DARWIN,3,Sin informacion,Barcelona,08-12-2022,"['Java', 'JUnit', 'Springboot', 'GIT', 'Jenkins', 'Docker', 'Kubernetes']"
Senior Software Developer .Net,SoftwareONE,Sin informacion,Sin informacion,Sin informacion,06-01-2023,"['.NET', 'ASP.NET', 'Core', 'ASP', 'MySQL', 'NoSQL', 'REST', 'SQL', 'DynamoDB', 'MongoDB', 'SQL Server', 'Oracle', 'Docker', 'Agile']"
Sr JAVA Developer,Page Personnel Spain,Sin informacion,Sin informacion,Madrid,05-01-2023,"['Angular', 'Java', 'Spring']"
Application Architect for Advisory,SoftwareONE,Sin informacion,Sin informacion,Madrid,08-12-2022,"['.NET', 'ASP.NET', 'Angular', 'API', 'ASP', 'C', 'Java', 'Spring', 'Node', 'React', 'Vue', 'Flutter', 'NoSQL', 'PHP', 'React Native', 'SQL', 'AWS', 'Docker', 'Agile', 'ITIL']"
Platform Engineer,Avantio,4,Sin informacion,Valencia,08-12-2022,"['MongoDB', 'Bases de Datos', 'AWS', 'Kubernetes']"
Desarrollador/a Java,Icalia Solutions,5,Sin informacion,Barcelona,08-12-2022,"['Java', 'Jenkins']"
Mobile Apps Backend,B2M,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Angular', 'C', 'CSS', 'Android', 'Cordova', 'iOS', 'PhoneGap', 'HTML', 'Java', 'JSON', 'Kotlin', 'REST', 'Swift', 'Middleware', 'Tibco', 'Oracle', 'Oracle Service Bus', 'Scrum', 'BW']"
Desarrollador (Banca),Common Management Solutions,5,Sin informacion,Sin informacion,08-12-2022,"['C', 'Java', 'Spring', 'Springboot', 'MongoDB', 'SOAP', 'BBDD', 'Kanban', 'Scrum']"
Mean Stack Developer (Valencia),Bo Growth,Sin informacion,Sin informacion,Valencia,28-12-2022,"['MEAN', 'Angular', 'CSS3', 'HTML5', 'Express', 'Node', 'React', 'REST', 'MongoDB', 'Ubuntu']"
Java Developer,Garaje de ideas,Sin informacion,500€,Teletrabajo,22-12-2022,"['API', 'Java', 'Spring', 'REST', 'Bases de Datos']"
Backend Sql Developer,Randstad Spain,Sin informacion,Sin informacion,Madrid,21-12-2022,"['Java', 'JPA', 'JUnit', 'Spring', 'R', 'SQL', 'SOAP', 'GIT', 'Jenkins', 'Kubernetes']"
OPORTUNIDAD PROFESIONAL COMO GESTOR DE PROBLEMAS,Stefanini EMEA,3,Sin informacion,Sin informacion,08-12-2022,"['Java', 'Spring', 'SQL', 'ETL']"
Java Developer microservices,The White Team,5,Sin informacion,Madrid,08-12-2022,"['Java', 'JEE', 'JBoss', 'JUnit', 'Maven', 'Spring', 'Springboot', 'REST', 'Apache', 'SOAP', 'Selenium', 'GIT', 'Jenkins', 'Agile', 'Scrum']"
Analista Programador/a Java,"Kapres Technology, S.L.",Sin informacion,Sin informacion,Madrid,08-12-2022,"['Java', 'Spring', 'REST', 'SOAP']"
Consultores /Desarrolladores/as .Net Core (Entorno internacional),Consultia IT,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'Angular', 'API', 'C', 'React', 'Vue', 'SQL', 'Redis', 'SQL Server', 'BBDD', 'GIT', 'Docker', 'Agile', 'Scrum']"
Java Backend Developers,Grupo NS,5,Sin informacion,Madrid,08-12-2022,"['Core', 'Less', 'Java', 'JPA', 'JUnit', 'Spring', 'MySQL', 'REST', 'DB2', 'Oracle', 'SOAP', 'Bases de Datos', 'Selenium', 'AWS', 'GIT', 'Jenkins', 'Kafka', 'JIRA', 'Scrum']"
Software Engineer,PayFit,4,Sin informacion,Barcelona,02-01-2023,"['Core', 'JavaScript', 'Next', 'Node', 'React', 'AWS', 'Docker', 'Kubernetes']"
Senior Backend Developer (They/He/She),Adsmurai,6,Sin informacion,Málaga,08-12-2022,"['API', 'JavaScript', 'ReactJS', 'React', 'PHP', 'Laravel', 'REST', 'SQL', 'Elasticsearch', 'Redis', 'Bases de Datos', 'Google Cloud Platform', 'GIT', 'Docker', 'Kubernetes', 'Scrum']"
Jefe/a de Projecto con Java - Arteixo - Paquete de ayuda para reubicación,Talent 4.0,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Angular', 'Java', 'J2EE', 'Hibernate', 'Spring', 'JavaScript', 'Backbone', 'React', 'REST', 'SQL', 'Docker', 'Kanban', 'Scrum']"
Developer.NET,VISEO - Spain,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['.NET', 'API', 'C', 'REST', 'Visual Basic']"
Engineering Matching Specialist,Andela Talent Network,4,Sin informacion,Sin informacion,04-01-2023,['IoT']
AI Engineer,WebBeds,2,Sin informacion,Sin informacion,03-01-2023,"['Core', 'API', 'Next', 'Express', 'EDGE', 'ERP']"
Full Stack Developer - React & Nodejs,Tiendeo,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Nodejs', 'React', 'ReduxJS', 'REST', 'Jenkins', 'Docker', 'Agile', 'Kanban', 'Scrum']"
Systems Engineer,Seedtag,5,Sin informacion,Sin informacion,08-12-2022,"['Core', 'Natural', 'Access', 'Linux', 'AWS', 'Google Cloud Platform', 'Docker', 'Kubernetes']"
PHP Developer,WebBeds,2,Sin informacion,Sin informacion,27-12-2022,"['Core', 'API', 'Go', 'Next', 'Express', 'MySQL', 'PHP', 'Laravel', 'REST', 'SOAP', 'EDGE', 'ERP']"
PHP Developer,WebBeds,2,Sin informacion,Sin informacion,27-12-2022,"['Core', 'API', 'Go', 'Next', 'Express', 'MySQL', 'PHP', 'Laravel', 'REST', 'SOAP', 'EDGE', 'ERP']"
Fullstack Developer Node.JS & Angular REMOTO,Acertto Talent Linkers SL,3,Sin informacion,Madrid,08-12-2022,"['Angular', 'JavaScript', 'Nodejs', 'Node', 'TypeScript', 'MS SQL', 'MySQL', 'SQL', 'MongoDB', 'Linux', 'Bases de Datos', 'CRM']"
AWS DevOps Engineer,Version 1,Sin informacion,Sin informacion,Madrid,24-12-2022,"['Java', 'Nodejs', 'Python', 'AWS', 'Jenkins', 'Kubernetes']"
CTO,Merlin Digital Partner,2,Sin informacion,Barcelona,08-12-2022,"['MySQL', 'PHP', 'Laravel', 'Symfony', 'REST', 'Elasticsearch', 'Redis', 'AWS', 'Unix', 'GIT', 'Docker', 'Scrum']"
.Net Developer,dhrglobal,2,25.000€,Madrid,08-12-2022,"['API', 'C', 'Java', 'JavaScript', 'MS SQL', 'MySQL', 'SQL', 'SQL Server', 'Oracle']"
THE SKILL SET,EventBrite,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['MySQL', 'R', 'DynamoDB', 'AWS', 'Agile']"
Partner Technical Account Manager - OpenShift (EMEA based),Red Hat Software,Sin informacion,Sin informacion,Sin informacion,16-12-2022,"['Java', 'R', 'Hardware', 'Linux', 'Red Hat', 'GIT', 'SVN', 'Kubernetes']"
Sr. Frontend APPS Developer | UVE Solutions,INHAUS,4,Sin informacion,Barcelona,08-12-2022,"['Angular', 'Ionic', 'Redux', 'Scrum']"
Senior Staff Engineer,Nagarro,5,Sin informacion,Sin informacion,12-12-2022,"['Core', 'CSS', 'Go', 'HTML', 'Java', 'Hibernate', 'Spring', 'JavaScript', 'Access', 'Jenkins', 'Docker', 'Agile']"
Software Engineer,Clarivate,5,Sin informacion,Barcelona,10-12-2022,"['Angular', 'C', 'Java', 'JavaScript', 'Python', 'AWS', 'Agile']"
Senior Backend Software Engineer (Java/Kotlin) (f/m/d),zooplus Services ESP S.L.,5,Sin informacion,Madrid,08-12-2022,"['MEAN', 'Angular', 'Java', 'React', 'Vue', 'Kotlin', 'PHP', 'Scala', 'Elasticsearch', 'DynamoDB', 'Redis', 'Oracle', 'AWS', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'Agile', 'Scrum']"
Senior Backend Engineer,FeverUp,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Android', 'iOS', 'Python', 'Django', 'SQL', 'Access', 'Redis', 'AWS', 'Docker', 'Kubernetes', 'Agile']"
Java Developer,Stefanini EMEA,2,Sin informacion,Madrid,08-12-2022,"['Angular', 'Java', 'Spring', 'Springboot', 'JavaScript', 'Next', 'React', 'REST', 'GIT', 'Agile', 'Scrum']"
Data Engineering Manager,Aircall,5,Sin informacion,Madrid,08-12-2022,"['Core', 'Scala', 'AWS', 'Agile']"
Backend Software Engineer - GraphQL ✔,Prometeo Talent,2,Sin informacion,Madrid,08-12-2022,"['Next', 'Node', 'TypeScript', 'Access', 'MongoDB', 'Docker', 'Kubernetes', 'Kafka']"
"Backend Engineer, Madrid",Thetaray,2,Sin informacion,Madrid,08-12-2022,"['Cycle', 'Java', 'Python', 'Tensorflow', 'Elasticsearch', 'Redis', 'GIT', 'Jenkins', 'Docker', 'Hadoop', 'Spark', 'Agile']"
Data Engineer (P-099),Merlin Digital Partner,2,1.000€,Barcelona,08-12-2022,"['Python', 'REST', 'SQL', 'Linux', 'AWS', 'GIT', 'ETL', 'Agile', 'Scrum']"
Java Developer,Version 1,5,Sin informacion,Barcelona,08-12-2022,"['Angular', 'Java', 'Spring', 'SQL', 'Oracle', 'AWS']"
Java Developer,Version 1,5,Sin informacion,Barcelona,08-12-2022,"['Angular', 'Java', 'Spring', 'SQL', 'Oracle', 'AWS']"
Administrador de Sistemas,Odilo,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Python', 'REST', 'Access', 'MongoDB', 'Linux', 'Oracle', 'AWS', 'Jenkins', 'Docker', 'JIRA']"
Python Software Engineer,Baxter Planning,7,Sin informacion,Sin informacion,08-12-2022,"['API', 'NoSQL', 'Python', 'Django', 'REST', 'MongoDB', 'ETL', 'Agile', 'Scrum']"
Senior Machine Learning Engineer - Computer Vision,Seedtag,3,Sin informacion,Sin informacion,08-12-2022,"['Less', 'Natural', 'Python', 'SQL', 'Tensorflow', 'Access', 'Google Cloud Platform', 'GIT', 'Docker', 'Kubernetes']"
Cloud Engineer,Schneider Electric,3,Sin informacion,Barcelona,08-12-2022,"['Alpine', 'Flex', 'Go', 'Python', 'R', 'Shell', 'Linux', 'Red Hat', 'Ubuntu', 'AWS', 'GIT', 'Docker', 'Kubernetes', 'Kafka', 'IoT']"
Backend Engineer - Payroll Domain (d/f/m) (Madrid or Barcelona),Personio,4,Sin informacion,Madrid,08-12-2022,"['Cycle', 'Go', 'Spring', 'Kotlin', 'PHP', 'Ruby', 'Access', 'AWS', 'Docker', 'Kubernetes', 'Agile']"
Lead Developer Fullstack - React/Nodejs,Veepee,6,Sin informacion,Barcelona,08-12-2022,"['Cycle', 'Jest', 'Mocha', 'Core', 'Next', 'NextJS', 'Express', 'Nodejs', 'Node', 'React', 'Redux', 'REST', 'Router', 'Agile']"
Senior Software Engineer,The Workshop,Sin informacion,Sin informacion,Málaga,08-12-2022,"['Cycle', 'Jasmine', 'Angular', 'Java', 'JUnit', 'Maven', 'Spring', 'Express', 'REST', 'Apache', 'Elasticsearch', 'Switch', 'Selenium', 'EDGE', 'GIT', 'Docker', 'Kubernetes', 'Cassandra', 'Agile']"
Python Backend Engineer (full remote / hybrid),Qustodio,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['NoSQL', 'Python', 'Django', 'REST', 'SQL', 'EDGE', 'Kubernetes']"
Mid Fullstack developer,Selectra,2,Sin informacion,Madrid,08-12-2022,"['Next', 'ReactJS', 'PHP', 'Laravel', 'REST', 'Redis', 'Kafka']"
Medior Java Developer - Alicante - Fintech software,Talent 4.0,2,Sin informacion,Alicante,08-12-2022,"['API', 'Java', 'Hibernate', 'JUnit', 'Springboot', 'REST', 'Jenkins', 'JIRA', 'Agile', 'Scrum']"
